Easting,Northing,Site_ID,Site_Name,County_Dis,Soil_Assoc,Soil_series,S_Subgrp1,S_Subgrp2,Soil_Text,Ersn_Risk,Terrain,Mean_grad_.,Min_grad_.,Max_grad_.,Slope_leng,Precip_mm,Precip_oth,Land_cover,Land_use,Crop_rotat,Land_Other,Stdy_Start,Stdy_Fin,Site_selection,Stdy_Scale,Stdy_Meth1,Stdy_Meth2,Stdy_Area,Stdy_num.field,Stdy_Othr,Rslt_Mean,Rslt_Med,Rslt_Min,Rslt_Max,Rslt_Vol,Rslt_Net,Rslt_Gross,Rslt_num.flds,Rslt_Analysis,Pathway_1,Pathway_2,Observ_1,Observ_2,Observ_3,Observ_4,Observ_5,Reference,Link,Note_a,Note_b,Note_b_1,Long,Lat
306500,216500,804,NA,POWYS,NA,BEACON,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,3,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.358509227,51.83925007
301500,220500,805,NA,POWYS,NA,NEWBIGGIN,5.41,Typical brown earths,NA,NA,Rectilinear,21,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,5.6 (a),NA,NA,NA,5.88,NA,NA,Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.432199243,51.87434195
306500,221500,806,NA,POWYS,NA,WINTER HILL,10.11,Raw oligo-fibrous peat soils,NA,NA,Rectilinear,25,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,342.9 (a),NA,NA,NA,54.864,NA,NA,Water/Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.359864065,51.88419193
306500,241500,807,NA,POWYS,NA,MILFORD,5.41,Typical brown earths,NA,NA,Concave,5,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.365318942,52.06395569
306500,291500,808,NA,POWYS,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,Convex,18,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,9.5 (a),NA,NA,NA,8.74,NA,NA,Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.379209209,52.51333915
311500,201500,809,NA,NA,NA,GELLIGAER,6.54,Ferric stagnopodzols,NA,NA,Convex,9,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.282129439,51.70523413
310500,206500,810,NA,CAERFFILI - CAERPHILLY,NA,WILCOCKS,7.21,Cambic stagnohumic gley soils,NA,NA,Convex,11,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.297883895,51.75001934
311500,211500,811,NA,BLAENAU GWENT - BLAENAU GWENT,NA,RODDLESWORTH,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,9.5 (a),NA,NA,NA,4.085,NA,NA,Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.284677874,51.79512233
311500,216500,812,NA,POWYS,NA,CROWDY,10.13,Raw oligo-amorphous peat soils,NA,NA,Rectilinear,5,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.285957079,51.84006587
316500,216500,813,NA,POWYS,NA,REVIDGE,3.11,Humic rankers,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland/Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.213401591,51.84083694
316500,226500,814,NA,POWYS,NA,RIVINGTON,5.41,Typical brown earths,NA,NA,Rectilinear,12,NA,NA,NA,NA,NA,Upland,Upland Grassland/Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.215825237,51.9307254
311500,246500,815,NA,POWYS,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,25,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0.1 (a),NA,NA,NA,0.092,NA,NA,Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.293702861,52.10971941
311500,251500,816,NA,POWYS,NA,PARC,6.12,Humic brown podzolic soils,NA,NA,Rectilinear,9,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.295005692,52.15466038
316500,251500,817,NA,POWYS,NA,PARC,6.12,Humic brown podzolic soils,NA,NA,Convex,32,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,5.6 (a),NA,NA,NA,4.536,NA,NA,Human/Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.221940091,52.15544016
316500,256500,818,NA,POWYS,NA,SKIDDAW,3.11,Humic rankers,NA,NA,Concave,7,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.223172706,52.20038202
311500,261500,819,NA,POWYS,NA,MALVERN,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,70,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,17.5 (a),NA,NA,NA,18.2,NA,NA,Human/Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.297621634,52.24454121
321500,206500,820,NA,BLAENAU GWENT - BLAENAU GWENT,NA,BRICKFIELD,7.13,Cambic stagnogley soils,NA,NA,Rectilinear,36,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.138575976,51.751671
321500,211500,821,NA,NA,NA,MYNYDD,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,5,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0.7 (a),NA,NA,NA,0.301,NA,NA,Human/Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.139707986,51.79661731
326500,211500,822,NA,SIR FYNWY - MONMOUTHSHIRE,NA,LYDCOTT,6.54,Ferric stagnopodzols,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.067218518,51.79729779
321500,221500,823,NA,POWYS,NA,CREDITON,5.41,Typical brown earths,NA,NA,Rectilinear,31,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,4.6 (a),NA,NA,NA,4.968,NA,NA,Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.141980877,51.88650884
321500,226500,824,NA,POWYS,NA,LYDCOTT,6.54,Ferric stagnopodzols,NA,NA,Convex,23,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.143121779,51.93145405
321500,231500,825,NA,POWYS,NA,NA,6.43,Stagnogley-podzols,NA,NA,Convex,18,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,9.4 (a),NA,NA,NA,4.042,NA,NA,Human,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.144265665,51.97639891
326500,236500,826,NA,HEREFORDSHIRE,NA,MILFORD,5.41,Typical brown earths,NA,NA,Convex,34,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.072560506,52.02202936
326500,256500,827,NA,HEREFORDSHIRE,NA,MANOD,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,5,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.076884697,52.20180812
326500,266500,828,NA,POWYS,NA,SANNAN,5.42,Stagnogleyic brown earths,NA,NA,Rectilinear,3,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.079063875,52.29169534
331500,226500,829,NA,HEREFORDSHIRE,NA,EARDISTON,5.41,Typical brown earths,NA,NA,Convex,14,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,2.3 (a),NA,NA,NA,2.645,NA,NA,Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-2.997706099,51.93277668
331500,296500,830,NA,POWYS,NA,MAYALLS,5.41,Typical brown earths,NA,NA,Convex,21,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.011925927,52.56200177
341500,291500,831,NA,SHROPSHIRE,NA,NA,3.13,Brown rankers,NA,NA,Rectilinear,14,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-2.863545694,52.51822665
341500,296500,832,NA,SHROPSHIRE,NA,WINSKILL,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,11,NA,NA,NA,NA,NA,Upland,Bracken,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-2.864428365,52.56317085
276500,136500,833,NA,WEST SOMERSET DISTRICT,NA,WENALLT,7.21,Cambic stagnohumic gley soils,NA,NA,CONCAVE,0,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.765750954,51.11444307
271500,146500,834,NA,NORTH DEVON DISTRICT,NA,BELMONT,6.51,Ironpan stagnopodzols,NA,NA,Rectilinear,7,NA,NA,NA,NA,NA,Upland,Upland Grassland/Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.840718995,51.2032163
276500,146500,835,NA,NORTH DEVON DISTRICT,NA,ANGLEZARKE,6.31,Humo-ferric podzols,NA,NA,Rectilinear,5,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,2.7 (a),NA,NA,NA,1.593,NA,NA,Human,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.769186776,51.20432014
281500,131500,836,NA,NORTH DEVON DISTRICT,NA,CRAY,6.51,Ironpan stagnopodzols,NA,NA,Rectilinear,5,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,25.5 (a),NA,NA,NA,11.73,NA,NA,Human,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.692710848,51.07055902
281500,141500,837,NA,WEST SOMERSET DISTRICT,NA,BEACON,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,9,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.695999456,51.16044023
286500,146500,838,NA,WEST SOMERSET DISTRICT,NA,NA,6.21,NA,NA,NA,Rectilinear,23,NA,NA,NA,NA,NA,Upland,Heath,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,3.7 (a),NA,NA,NA,1.295,NA,NA,Human/Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.626109203,51.20639666
286500,195500,839,NA,NA,NA,GELLIGAER,6.54,Ferric stagnopodzols,NA,NA,Convex,45,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,2.8 (a),NA,NA,NA,2.156,NA,NA,Human,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.641822947,51.64680456
296500,186500,840,NA,PEN-Y-BONT AR OGWR - BRIDGEND,NA,BATCH,6.11,Typical brown podzolic soils,NA,NA,Rectilinear,14,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,15.7 (a),NA,NA,NA,15.072,NA,NA,Human,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.494687974,51.56784217
296500,191500,841,NA,NA,NA,RHONDDA,7.21,Cambic stagnohumic gley soils,NA,NA,Rectilinear,3,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,1035.1 (a),NA,NA,NA,517.55,NA,NA,Water/Animal,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.496164132,51.61278346
301500,191500,842,NA,RHONDDA CYNON TAF - RHONDDA CYNON TAF,NA,GELLIGAER,6.54,Ferric stagnopodzols,NA,NA,Rectilinear,36,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.423977755,51.6136815
326500,196500,843,NA,TOR-FAEN - TORFAEN,NA,RHONDDA,7.21,Cambic stagnohumic gley soils,NA,NA,Convex,18,NA,NA,NA,NA,NA,Upland,Upland Grassland,NA,NA,NA,1999,3,NA,Volumetric survey,NA,0.7854,NA,NA,NA,NA,NA,NA,0 (a),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503,"Total volume of soil loss, not annual rate.",NA,NA,-3.064046595,51.66245451
